Date,Day,Treatment,Header,TankID,Temperature,pH,Temp,pHspec,Sal,Diam1,Diam2,DiamMean,Growth,Height,pCO2out,AlkTotal,PartOfSpine,Chosen,RatioSEM,SpineLength,RatioLength,SpineCount
2018-11-05,15,T/OA,4,NA,heated,acidified,NA,7.795178114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,5,NA,ambient,acidified,NA,7.590175719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,6,NA,heated,acidified,NA,7.744098514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T,7,NA,heated,ambient,NA,7.919346678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,AMB,8,NA,ambient,ambient,NA,7.933226169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,3,NA,ambient,acidified,NA,7.636017454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,4,NA,heated,acidified,NA,7.777429261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,5,NA,ambient,acidified,NA,7.490542201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,6,NA,heated,acidified,NA,7.746401407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,3,NA,ambient,acidified,NA,7.599273767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,4,NA,heated,acidified,NA,7.754597223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,5,NA,ambient,acidified,NA,7.523859946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,6,NA,heated,acidified,NA,7.796227952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,AMB,2,1t,ambient,ambient,NA,NA,NA,25.75,24.91,25.33,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,4,2t,heated,acidified,NA,NA,NA,25.33,26.03,25.68,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T,1,3t,heated,ambient,NA,NA,NA,24.43,24.75,24.59,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,3,4t,ambient,acidified,NA,NA,NA,26.08,23.8,24.94,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,AMB,2,5t,ambient,ambient,NA,NA,NA,24.94,24.56,24.75,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,3,6t,ambient,acidified,NA,NA,NA,24.83,25.12,24.98,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,4,7t,heated,acidified,NA,NA,NA,26.55,26.99,26.77,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T,1,8t,heated,ambient,NA,NA,NA,26.04,25.89,25.97,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,AMB,2,9t,ambient,ambient,NA,NA,NA,23.57,23.51,23.54,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T,1,10t,heated,ambient,NA,NA,NA,19.78,20.23,20.01,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,4,11t,heated,acidified,NA,NA,NA,21.13,21.35,21.24,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,3,12t,ambient,acidified,NA,NA,NA,22.99,22.51,22.75,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,AMB,8,13t,ambient,ambient,NA,NA,NA,25.82,26.15,25.99,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,6,14t,heated,acidified,NA,NA,NA,24.81,25.07,24.94,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,AMB,8,15t,ambient,ambient,NA,NA,NA,24.47,24.37,24.42,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,5,16t,ambient,acidified,NA,NA,NA,18.23,18.53,18.38,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T,7,17t,heated,ambient,NA,NA,NA,26.76,26.98,26.87,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T,7,18t,heated,ambient,NA,NA,NA,19.27,19.16,19.22,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,6,19t,heated,acidified,NA,NA,NA,20.34,20.3,20.32,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,AMB,8,20t,ambient,ambient,NA,NA,NA,24.83,24.47,24.65,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,5,21t,ambient,acidified,NA,NA,NA,20.40,19.82,20.11,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T,7,22t,heated,ambient,NA,NA,NA,20.97,20.25,20.61,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,T/OA,6,23t,heated,acidified,NA,NA,NA,19.64,20.08,19.86,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-05,15,OA,5,24t,ambient,acidified,NA,NA,NA,23.22,23.47,23.35,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-07,17,T,1,NA,heated,ambient,29.48,NA,33.40,NA,NA,NA,NA,NA,646.4,2170.1,NA,NA,NA,NA,NA,NA
2018-11-07,17,AMB,2,NA,ambient,ambient,27.34,NA,33.40,NA,NA,NA,NA,NA,604.9,2169.0,NA,NA,NA,NA,NA,NA
2018-11-07,17,OA,3,NA,ambient,acidified,27.30,NA,33.37,NA,NA,NA,NA,NA,978.8,2165.6,NA,NA,NA,NA,NA,NA
2018-11-07,17,T/OA,4,NA,heated,acidified,29.40,NA,33.39,NA,NA,NA,NA,NA,1002.9,2167.6,NA,NA,NA,NA,NA,NA
2018-11-07,17,OA,5,NA,ambient,acidified,27.32,NA,33.40,NA,NA,NA,NA,NA,963.9,2173.2,NA,NA,NA,NA,NA,NA
2018-11-07,17,T/OA,6,NA,heated,acidified,29.34,NA,33.41,NA,NA,NA,NA,NA,1101.4,2167.7,NA,NA,NA,NA,NA,NA
2018-11-07,17,T,7,NA,heated,ambient,29.68,NA,33.44,NA,NA,NA,NA,NA,655.7,2165.8,NA,NA,NA,NA,NA,NA
2018-11-07,17,AMB,8,NA,ambient,ambient,27.32,NA,33.42,NA,NA,NA,NA,NA,611.9,2171.7,NA,NA,NA,NA,NA,NA
2018-11-07,17,AMB,2,1t,ambient,ambient,27.12,NA,33.41,NA,NA,NA,NA,NA,560.6,2149.7,NA,NA,NA,NA,NA,NA
2018-11-07,17,T/OA,4,2t,heated,acidified,29.04,NA,33.38,NA,NA,NA,NA,NA,909.5,2151.1,NA,NA,NA,NA,NA,NA
2018-11-07,17,T,1,3t,heated,ambient,29.23,NA,33.41,NA,NA,NA,NA,NA,627.6,2166.2,NA,NA,NA,NA,NA,NA
2018-11-07,17,OA,3,4t,ambient,acidified,27.30,NA,33.42,NA,NA,NA,NA,NA,962.3,2164.4,NA,NA,NA,NA,NA,NA
2018-11-07,17,AMB,2,5t,ambient,ambient,27.17,NA,33.39,NA,NA,NA,NA,NA,575.5,2161.9,NA,NA,NA,NA,NA,NA
2018-11-07,17,OA,3,6t,ambient,acidified,27.19,NA,33.41,NA,NA,NA,NA,NA,964.8,2180.4,NA,NA,NA,NA,NA,NA
2018-11-07,17,T/OA,4,7t,heated,acidified,29.19,NA,33.41,NA,NA,NA,NA,NA,927.2,2201.3,NA,NA,NA,NA,NA,NA
2018-11-07,17,T,1,8t,heated,ambient,29.16,NA,33.40,NA,NA,NA,NA,NA,645.3,2165.4,NA,NA,NA,NA,NA,NA
2018-11-07,17,AMB,2,9t,ambient,ambient,27.23,NA,33.43,NA,NA,NA,NA,NA,585.0,2171.6,NA,NA,NA,NA,NA,NA
2018-11-07,17,T,1,10t,heated,ambient,29.14,NA,33.41,NA,NA,NA,NA,NA,662.8,2173.7,NA,NA,NA,NA,NA,NA
2018-11-07,17,T/OA,4,11t,heated,acidified,29.33,NA,33.43,NA,NA,NA,NA,NA,920.0,2171.2,NA,NA,NA,NA,NA,NA
2018-11-07,17,OA,3,12t,ambient,acidified,27.20,NA,33.43,NA,NA,NA,NA,NA,942.8,2161.2,NA,NA,NA,NA,NA,NA
2018-11-07,17,AMB,8,13t,ambient,ambient,27.17,NA,33.42,NA,NA,NA,NA,NA,585.2,2166.5,NA,NA,NA,NA,NA,NA
2018-11-07,17,T/OA,6,14t,heated,acidified,28.87,NA,33.43,NA,NA,NA,NA,NA,1050.8,2185.6,NA,NA,NA,NA,NA,NA
2018-11-07,17,AMB,8,15t,ambient,ambient,27.17,NA,33.44,NA,NA,NA,NA,NA,588.6,2176.7,NA,NA,NA,NA,NA,NA
2018-11-07,17,OA,5,16t,ambient,acidified,27.23,NA,33.44,NA,NA,NA,NA,NA,949.2,2172.9,NA,NA,NA,NA,NA,NA
2018-11-07,17,T,7,17t,heated,ambient,29.32,NA,33.43,NA,NA,NA,NA,NA,654.1,2183.2,NA,NA,NA,NA,NA,NA
2018-11-07,17,T,7,18t,heated,ambient,29.41,NA,33.48,NA,NA,NA,NA,NA,648.7,2190.8,NA,NA,NA,NA,NA,NA
2018-11-07,17,T/OA,6,19t,heated,acidified,29.12,NA,33.48,NA,NA,NA,NA,NA,989.5,2165.5,NA,NA,NA,NA,NA,NA
2018-11-07,17,AMB,8,20t,ambient,ambient,27.26,NA,33.45,NA,NA,NA,NA,NA,595.3,2176.6,NA,NA,NA,NA,NA,NA
2018-11-07,17,OA,5,21t,ambient,acidified,27.18,NA,33.49,NA,NA,NA,NA,NA,903.8,2173.3,NA,NA,NA,NA,NA,NA
2018-11-07,17,T,7,22t,heated,ambient,29.27,NA,33.45,NA,NA,NA,NA,NA,644.1,2166.4,NA,NA,NA,NA,NA,NA
2018-11-07,17,T/OA,6,23t,heated,acidified,29.10,NA,33.49,NA,NA,NA,NA,NA,945.3,2160.7,NA,NA,NA,NA,NA,NA
2018-11-07,17,OA,5,24t,ambient,acidified,27.23,NA,33.50,NA,NA,NA,NA,NA,904.4,2170.2,NA,NA,NA,NA,NA,NA
2018-11-12,22,T,1,NA,heated,ambient,28.51,7.90,32.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,AMB,2,NA,ambient,ambient,26.08,7.90,32.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,OA,3,NA,ambient,acidified,26.19,7.71,32.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T/OA,4,NA,heated,acidified,28.49,7.74,32.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,OA,5,NA,ambient,acidified,26.14,7.72,32.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T/OA,6,NA,heated,acidified,28.49,7.70,32.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T,7,NA,heated,ambient,28.29,7.90,32.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,AMB,8,NA,ambient,ambient,26.09,7.90,32.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,AMB,2,1t,ambient,ambient,26.21,7.92,32.52,28.64,26.93,27.79,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T/OA,4,2t,heated,acidified,27.85,7.77,32.45,29.24,28.95,29.10,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T,1,3t,heated,ambient,28.30,7.91,32.44,28.05,27.57,27.81,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,OA,3,4t,ambient,acidified,26.09,7.73,32.40,27.24,31.05,29.15,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,AMB,2,5t,ambient,ambient,25.98,7.91,32.40,29.08,29.2,29.14,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,OA,3,6t,ambient,acidified,26.03,7.72,32.42,29.34,29.38,29.36,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T/OA,4,7t,heated,acidified,28.09,7.77,32.38,30.55,31.21,30.88,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T,1,8t,heated,ambient,28.09,7.91,32.39,30.18,29.69,29.94,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,AMB,2,9t,ambient,ambient,26.04,7.91,32.47,26.83,27.62,27.23,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T,1,10t,heated,ambient,28.05,7.90,32.35,23.53,22.12,22.83,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T/OA,4,11t,heated,acidified,28.05,7.78,32.39,25.32,26.12,25.72,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,OA,3,12t,ambient,acidified,26.07,7.73,32.41,25.84,25.42,25.63,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,AMB,8,13t,ambient,ambient,26.00,7.92,32.32,30.23,30.22,30.23,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T/OA,6,14t,heated,acidified,28.30,7.72,32.37,29.12,29.83,29.48,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,AMB,8,15t,ambient,ambient,26.05,7.91,32.43,27.78,27.76,27.77,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,OA,5,16t,ambient,acidified,26.04,7.74,32.41,21.94,22.06,22.00,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T,7,17t,heated,ambient,27.91,7.90,32.30,31.59,30.76,31.18,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T,7,18t,heated,ambient,27.90,7.91,32.44,23.11,23.08,23.10,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T/OA,6,19t,heated,acidified,28.26,7.74,32.41,24.14,24.49,24.32,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,AMB,8,20t,ambient,ambient,26.09,7.91,32.45,28.20,27.52,27.86,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,OA,5,21t,ambient,acidified,25.97,7.75,32.44,23.01,23.09,23.05,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T,7,22t,heated,ambient,27.86,7.91,32.38,22.00,23.18,22.59,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,T/OA,6,23t,heated,acidified,28.03,7.75,32.39,23.67,23.72,23.70,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-12,22,OA,5,24t,ambient,acidified,26.09,7.75,32.46,27.09,27.15,27.12,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-14,24,T,1,NA,heated,ambient,28.65,8.00,32.9,NA,NA,NA,NA,NA,501.7,2143.8,NA,NA,NA,NA,NA,NA
2018-11-14,24,AMB,2,NA,ambient,ambient,26.31,7.99,32.87,NA,NA,NA,NA,NA,463.9,2131.1,NA,NA,NA,NA,NA,NA
2018-11-14,24,OA,3,NA,ambient,acidified,26.39,7.49,32.82,NA,NA,NA,NA,NA,1722.6,2138.8,NA,NA,NA,NA,NA,NA
2018-11-14,24,T/OA,4,NA,heated,acidified,28.64,7.56,32.82,NA,NA,NA,NA,NA,1496.9,2125.8,NA,NA,NA,NA,NA,NA
2018-11-14,24,OA,5,NA,ambient,acidified,26.49,7.53,32.84,NA,NA,NA,NA,NA,1534.2,2139.3,NA,NA,NA,NA,NA,NA
2018-11-14,24,T/OA,6,NA,heated,acidified,28.98,7.51,32.83,NA,NA,NA,NA,NA,1725.6,2134.8,NA,NA,NA,NA,NA,NA
2018-11-14,24,T,7,NA,heated,ambient,28.47,7.99,32.84,NA,NA,NA,NA,NA,494.8,2132.9,NA,NA,NA,NA,NA,NA
2018-11-14,24,AMB,8,NA,ambient,ambient,26.47,7.99,32.84,NA,NA,NA,NA,NA,451.7,2126.8,NA,NA,NA,NA,NA,NA
2018-11-14,24,AMB,2,1t,ambient,ambient,26.53,8.00,32.82,NA,NA,NA,NA,NA,460.8,2123.0,NA,NA,NA,NA,NA,NA
2018-11-14,24,T/OA,4,2t,heated,acidified,28.86,7.62,32.82,NA,NA,NA,NA,NA,1307.4,2107.7,NA,NA,NA,NA,NA,NA
2018-11-14,24,T,1,3t,heated,ambient,29.04,8.00,32.81,NA,NA,NA,NA,NA,514.0,2123.5,NA,NA,NA,NA,NA,NA
2018-11-14,24,OA,3,4t,ambient,acidified,26.49,7.53,32.82,NA,NA,NA,NA,NA,1541.5,2133.5,NA,NA,NA,NA,NA,NA
2018-11-14,24,AMB,2,5t,ambient,ambient,26.47,7.99,32.81,NA,NA,NA,NA,NA,479.0,2139.8,NA,NA,NA,NA,NA,NA
2018-11-14,24,OA,3,6t,ambient,acidified,26.52,7.50,32.83,NA,NA,NA,NA,NA,1628.5,2134.0,NA,NA,NA,NA,NA,NA
2018-11-14,24,T/OA,4,7t,heated,acidified,28.80,7.61,32.83,NA,NA,NA,NA,NA,1392.5,2160.6,NA,NA,NA,NA,NA,NA
2018-11-14,24,T,1,8t,heated,ambient,28.82,7.99,32.83,NA,NA,NA,NA,NA,506.2,2130.5,NA,NA,NA,NA,NA,NA
2018-11-14,24,AMB,2,9t,ambient,ambient,26.52,7.99,32.81,NA,NA,NA,NA,NA,473.2,2140.7,NA,NA,NA,NA,NA,NA
2018-11-14,24,T,1,10t,heated,ambient,28.80,7.99,32.87,NA,NA,NA,NA,NA,512.5,2127.3,NA,NA,NA,NA,NA,NA
2018-11-14,24,T/OA,4,11t,heated,acidified,28.63,7.61,32.84,NA,NA,NA,NA,NA,1365.1,2140.1,NA,NA,NA,NA,NA,NA
2018-11-14,24,OA,3,12t,ambient,acidified,26.34,7.53,32.85,NA,NA,NA,NA,NA,1538.1,2136.1,NA,NA,NA,NA,NA,NA
2018-11-14,24,AMB,8,13t,ambient,ambient,26.42,7.99,32.85,NA,NA,NA,NA,NA,466.4,2127.3,NA,NA,NA,NA,NA,NA
2018-11-14,24,T/OA,6,14t,heated,acidified,28.82,7.48,32.81,NA,NA,NA,NA,NA,1847.0,2123.6,NA,NA,NA,NA,NA,NA
2018-11-14,24,AMB,8,15t,ambient,ambient,26.39,8.00,32.84,NA,NA,NA,NA,NA,466.9,2138.0,NA,NA,NA,NA,NA,NA
2018-11-14,24,OA,5,16t,ambient,acidified,26.48,7.53,32.86,NA,NA,NA,NA,NA,1519.5,2137.7,NA,NA,NA,NA,NA,NA
2018-11-14,24,T,7,17t,heated,ambient,28.33,7.98,32.85,NA,NA,NA,NA,NA,516.6,2133.8,NA,NA,NA,NA,NA,NA
2018-11-14,24,T,7,18t,heated,ambient,28.25,7.99,32.85,NA,NA,NA,NA,NA,497.5,2131.2,NA,NA,NA,NA,NA,NA
2018-11-14,24,T/OA,6,19t,heated,acidified,28.68,7.52,32.82,NA,NA,NA,NA,NA,1688.9,2137.7,NA,NA,NA,NA,NA,NA
2018-11-14,24,AMB,8,20t,ambient,ambient,26.40,7.99,32.83,NA,NA,NA,NA,NA,455.9,2132.0,NA,NA,NA,NA,NA,NA
2018-11-14,24,OA,5,21t,ambient,acidified,26.38,7.54,32.87,NA,NA,NA,NA,NA,1488.2,2138.4,NA,NA,NA,NA,NA,NA
2018-11-14,24,T,7,22t,heated,ambient,28.27,7.99,32.85,NA,NA,NA,NA,NA,503.3,2131.1,NA,NA,NA,NA,NA,NA
2018-11-14,24,T/OA,6,23t,heated,acidified,28.61,7.50,32.84,NA,NA,NA,NA,NA,1793.3,2135.8,NA,NA,NA,NA,NA,NA
2018-11-14,24,OA,5,24t,ambient,acidified,26.34,7.53,32.86,NA,NA,NA,NA,NA,1488.7,2133.2,NA,NA,NA,NA,NA,NA
2018-11-19,29,T,1,NA,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,AMB,2,NA,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,OA,3,NA,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T/OA,4,NA,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,OA,5,NA,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T/OA,6,NA,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T,7,NA,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,AMB,8,NA,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,AMB,2,1t,ambient,ambient,NA,NA,NA,31.43,32.47,31.95,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T/OA,4,2t,heated,acidified,NA,NA,NA,33.87,33.75,33.81,0.90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T,1,3t,heated,ambient,NA,NA,NA,32.55,32.29,32.42,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,OA,3,4t,ambient,acidified,NA,NA,NA,32.77,30.42,31.60,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,AMB,2,5t,ambient,ambient,NA,NA,NA,33.99,34.19,34.09,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,OA,3,6t,ambient,acidified,NA,NA,NA,33.50,33.95,33.73,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T/OA,4,7t,heated,acidified,NA,NA,NA,36.12,36.12,36.12,1.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T,1,8t,heated,ambient,NA,NA,NA,34.69,34.84,34.77,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,AMB,2,9t,ambient,ambient,NA,NA,NA,31.33,30.62,30.98,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T,1,10t,heated,ambient,NA,NA,NA,27.99,28.67,28.33,0.80,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T/OA,4,11t,heated,acidified,NA,NA,NA,29.64,29.41,29.53,1.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,OA,3,12t,ambient,acidified,NA,NA,NA,29.32,30.92,30.12,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,AMB,8,13t,ambient,ambient,NA,NA,NA,34.41,35.33,34.87,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T/OA,6,14t,heated,acidified,NA,NA,NA,33.92,33.55,33.74,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,AMB,8,15t,ambient,ambient,NA,NA,NA,31.65,32.49,32.07,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,OA,5,16t,ambient,acidified,NA,NA,NA,26.13,26.04,26.09,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T,7,17t,heated,ambient,NA,NA,NA,36.41,35.91,36.16,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T,7,18t,heated,ambient,NA,NA,NA,26.12,25.86,25.99,1.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T/OA,6,19t,heated,acidified,NA,NA,NA,29.27,29.31,29.29,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,AMB,8,20t,ambient,ambient,NA,NA,NA,31.41,32.13,31.77,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,OA,5,21t,ambient,acidified,NA,NA,NA,27.47,26.37,26.92,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T,7,22t,heated,ambient,NA,NA,NA,26.42,28.38,27.40,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,T/OA,6,23t,heated,acidified,NA,NA,NA,28.65,27.91,28.28,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-19,29,OA,5,24t,ambient,acidified,NA,NA,NA,31.79,31.74,31.77,1.10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,T,1,NA,heated,ambient,27.84,NA,33.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,AMB,2,NA,ambient,ambient,25.66,NA,33.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,OA,3,NA,ambient,acidified,25.69,NA,33.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,T/OA,4,NA,heated,acidified,27.92,NA,33.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,OA,5,NA,ambient,acidified,25.69,NA,33.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,T/OA,6,NA,heated,acidified,28.09,NA,33.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,T,7,NA,heated,ambient,28.28,NA,33.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,AMB,8,NA,ambient,ambient,25.67,NA,33.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,AMB,2,1t,ambient,ambient,25.57,NA,33.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,T/OA,4,2t,heated,acidified,27.33,NA,33.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,T,1,3t,heated,ambient,27.48,NA,33.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,OA,3,4t,ambient,acidified,25.46,NA,33.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-20,30,AMB,2,5t,ambient,ambient,25.41,NA,33.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
